1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	1.0	0.0	0.6912183989041917	0.7863746107758341	0.0	0.6912183989041917	0.0	0.025	0.0	
0.0	0.0	1.0	0.0	0.0	0.225	0.0	0.225	0.0	0.225	
0.0	0.6912183989041917	0.0	1.0	1.25	0.0	1.25	0.0	0.7997009470712872	0.0	
0.0	0.7863746107758341	0.0	1.25	1.0	0.0	1.25	0.0	1.0497009470712872	0.0	
0.0	0.0	0.225	0.0	0.0	1.0	0.0	1.25	0.0	1.25	
0.0	0.6912183989041917	0.0	1.25	1.25	0.0	1.0	0.0	0.7997009470712872	0.0	
0.0	0.0	0.225	0.0	0.0	1.25	0.0	1.0	0.0	1.25	
0.0	0.025	0.0	0.7997009470712872	1.0497009470712872	0.0	0.7997009470712872	0.0	1.0	0.0	
0.0	0.0	0.225	0.0	0.0	1.25	0.0	1.25	0.0	1.0	
